Date,Open,High,Low,Close,Adj Close,Volume,SYM
2011-06-07,45.639998999999996,45.639998999999996,45.639998999999996,45.639998999999996,38.00639,0,FXAIX
2011-06-08,45.450001,45.450001,45.450001,45.450001,37.84816,0,FXAIX
2011-06-09,45.790001000000004,45.790001000000004,45.790001000000004,45.790001000000004,38.131298,0,FXAIX
2011-06-10,45.150002,45.150002,45.150002,45.150002,37.598351,0,FXAIX
2011-06-13,45.189999,45.189999,45.189999,45.189999,37.631653,0,FXAIX
2011-06-14,45.77,45.77,45.77,45.77,38.114647,0,FXAIX
2011-06-15,44.970001,44.970001,44.970001,44.970001,37.448444,0,FXAIX
2011-06-16,45.060001,45.060001,45.060001,45.060001,37.523399,0,FXAIX
2011-06-17,45.189999,45.189999,45.189999,45.189999,37.631653,0,FXAIX
2011-06-20,45.439999,45.439999,45.439999,45.439999,37.839836,0,FXAIX
2011-06-21,46.049999,46.049999,46.049999,46.049999,38.347805,0,FXAIX
2011-06-22,45.759997999999996,45.759997999999996,45.759997999999996,45.759997999999996,38.106322999999996,0,FXAIX
2011-06-23,45.630001,45.630001,45.630001,45.630001,37.998065999999994,0,FXAIX
2011-06-24,45.09,45.09,45.09,45.09,37.548386,0,FXAIX
2011-06-27,45.509997999999996,45.509997999999996,45.509997999999996,45.509997999999996,37.898132000000004,0,FXAIX
2011-06-28,46.110001000000004,46.110001000000004,46.110001000000004,46.110001000000004,38.39777,0,FXAIX
2011-06-29,46.5,46.5,46.5,46.5,38.722549,0,FXAIX
2011-06-30,46.970001,46.970001,46.970001,46.970001,39.113934,0,FXAIX
2011-07-01,47.650002,47.650002,47.650002,47.650002,39.680195,0,FXAIX
2011-07-05,47.59,47.59,47.59,47.59,39.63023,0,FXAIX
2011-07-06,47.650002,47.650002,47.650002,47.650002,39.680195,0,FXAIX
2011-07-07,48.150002,48.150002,48.150002,48.150002,40.096565000000005,0,FXAIX
2011-07-08,47.580002,47.580002,47.580002,47.580002,39.62191,0,FXAIX
2011-07-11,46.720001,46.720001,46.720001,46.720001,38.905735,0,FXAIX
2011-07-12,46.509997999999996,46.509997999999996,46.509997999999996,46.509997999999996,38.730869,0,FXAIX
2011-07-13,46.66,46.66,46.66,46.66,38.855793,0,FXAIX
2011-07-14,46.349998,46.349998,46.349998,46.349998,38.59763,0,FXAIX
2011-07-15,46.610001000000004,46.610001000000004,46.610001000000004,46.610001000000004,38.814159000000004,0,FXAIX
2011-07-18,46.23,46.23,46.23,46.23,38.497715,0,FXAIX
2011-07-19,46.98,46.98,46.98,46.98,39.122261,0,FXAIX
2011-07-20,46.959998999999996,46.959998999999996,46.959998999999996,46.959998999999996,39.10561,0,FXAIX
2011-07-21,47.599998,47.599998,47.599998,47.599998,39.638557,0,FXAIX
2011-07-22,47.639998999999996,47.639998999999996,47.639998999999996,47.639998999999996,39.671864,0,FXAIX
2011-07-25,47.369999,47.369999,47.369999,47.369999,39.447025,0,FXAIX
2011-07-26,47.18,47.18,47.18,47.18,39.288815,0,FXAIX
2011-07-27,46.220001,46.220001,46.220001,46.220001,38.48938,0,FXAIX
2011-07-28,46.080002,46.080002,46.080002,46.080002,38.372807,0,FXAIX
2011-07-29,45.779999,45.779999,45.779999,45.779999,38.122971,0,FXAIX
2011-08-01,45.59,45.59,45.59,45.59,37.964748,0,FXAIX
2011-08-02,44.43,44.43,44.43,44.43,36.99876,0,FXAIX
2011-08-03,44.66,44.66,44.66,44.66,37.190304,0,FXAIX
2011-08-04,42.529999,42.529999,42.529999,42.529999,35.41655,0,FXAIX
2011-08-05,42.509997999999996,42.509997999999996,42.509997999999996,42.509997999999996,35.399899,0,FXAIX
2011-08-08,39.68,39.68,39.68,39.68,33.043240000000004,0,FXAIX
2011-08-09,41.560001,41.560001,41.560001,41.560001,34.608795,0,FXAIX
2011-08-10,39.75,39.75,39.75,39.75,33.101528,0,FXAIX
2011-08-11,41.59,41.59,41.59,41.59,34.633789,0,FXAIX
2011-08-12,41.810001,41.810001,41.810001,41.810001,34.816975,0,FXAIX
2011-08-15,42.720001,42.720001,42.720001,42.720001,35.574787,0,FXAIX
2011-08-16,42.32,42.32,42.32,42.32,35.24168,0,FXAIX
2011-08-17,42.369999,42.369999,42.369999,42.369999,35.283321,0,FXAIX
2011-08-18,40.48,40.48,40.48,40.48,33.709427000000005,0,FXAIX
2011-08-19,39.880001,39.880001,39.880001,39.880001,33.209793,0,FXAIX
2011-08-22,39.889998999999996,39.889998999999996,39.889998999999996,39.889998999999996,33.218113,0,FXAIX
2011-08-23,41.25,41.25,41.25,41.25,34.350639,0,FXAIX
2011-08-24,41.799999,41.799999,41.799999,41.799999,34.808643,0,FXAIX
2011-08-25,41.150002,41.150002,41.150002,41.150002,34.267387,0,FXAIX
2011-08-26,41.779999,41.779999,41.779999,41.779999,34.792,0,FXAIX
2011-08-29,42.970001,42.970001,42.970001,42.970001,35.782963,0,FXAIX
2011-08-30,43.07,43.07,43.07,43.07,35.86623,0,FXAIX
2011-08-31,43.290001000000004,43.290001000000004,43.290001000000004,43.290001000000004,36.049434999999995,0,FXAIX
2011-09-01,42.779999,42.779999,42.779999,42.779999,35.624741,0,FXAIX
2011-09-02,41.700001,41.700001,41.700001,41.700001,34.725376000000004,0,FXAIX
2011-09-06,41.389998999999996,41.389998999999996,41.389998999999996,41.389998999999996,34.467232,0,FXAIX
2011-09-07,42.59,42.59,42.59,42.59,35.466526,0,FXAIX
2011-09-08,42.139998999999996,42.139998999999996,42.139998999999996,42.139998999999996,35.091789,0,FXAIX
2011-09-09,41.02,41.02,41.02,41.02,34.159110999999996,0,FXAIX
2011-09-12,41.299999,41.299999,41.299999,41.299999,34.392292,0,FXAIX
2011-09-13,41.689999,41.689999,41.689999,41.689999,34.717052,0,FXAIX
2011-09-14,42.259997999999996,42.259997999999996,42.259997999999996,42.259997999999996,35.191704,0,FXAIX
2011-09-15,42.990002000000004,42.990002000000004,42.990002000000004,42.990002000000004,35.799622,0,FXAIX
2011-09-16,43.240002000000004,43.240002000000004,43.240002000000004,43.240002000000004,36.007805,0,FXAIX
2011-09-19,42.810001,42.810001,42.810001,42.810001,35.649708000000004,0,FXAIX
2011-09-20,42.740002000000004,42.740002000000004,42.740002000000004,42.740002000000004,35.591438000000004,0,FXAIX
2011-09-21,41.490002000000004,41.490002000000004,41.490002000000004,41.490002000000004,34.550495,0,FXAIX
2011-09-22,40.169998,40.169998,40.169998,40.169998,33.451279,0,FXAIX
2011-09-23,40.419998,40.419998,40.419998,40.419998,33.659473,0,FXAIX
2011-09-26,41.360001000000004,41.360001000000004,41.360001000000004,41.360001000000004,34.442245,0,FXAIX
2011-09-27,41.799999,41.799999,41.799999,41.799999,34.808643,0,FXAIX
2011-09-28,40.950001,40.950001,40.950001,40.950001,34.100815000000004,0,FXAIX
2011-09-29,41.279999,41.279999,41.279999,41.279999,34.375622,0,FXAIX
2011-09-30,40.25,40.25,40.25,40.25,33.517902,0,FXAIX
2011-10-03,39.099998,39.099998,39.099998,39.099998,32.56023,0,FXAIX
2011-10-04,39.990002000000004,39.990002000000004,39.990002000000004,39.990002000000004,33.301388,0,FXAIX
2011-10-05,40.720001,40.720001,40.720001,40.720001,33.909294,0,FXAIX
2011-10-06,41.470001,41.470001,41.470001,41.470001,34.533852,0,FXAIX
2011-10-07,40.919998,40.919998,40.919998,40.919998,34.260067,0,FXAIX
2011-10-10,42.310001,42.310001,42.310001,42.310001,35.423846999999995,0,FXAIX
2011-10-11,42.330002,42.330002,42.330002,42.330002,35.440585999999996,0,FXAIX
2011-10-12,42.75,42.75,42.75,42.75,35.792229,0,FXAIX
2011-10-13,42.630001,42.630001,42.630001,42.630001,35.691757,0,FXAIX
2011-10-14,43.369999,43.369999,43.369999,43.369999,36.311329,0,FXAIX
2011-10-17,42.529999,42.529999,42.529999,42.529999,35.608028000000004,0,FXAIX
2011-10-18,43.400002,43.400002,43.400002,43.400002,36.33643,0,FXAIX
2011-10-19,42.860001000000004,42.860001000000004,42.860001000000004,42.860001000000004,35.884327,0,FXAIX
2011-10-20,43.060001,43.060001,43.060001,43.060001,36.051765,0,FXAIX
2011-10-21,43.869999,43.869999,43.869999,43.869999,36.729935,0,FXAIX
2011-10-24,44.43,44.43,44.43,44.43,37.198792,0,FXAIX
2011-10-25,43.540001000000004,43.540001000000004,43.540001000000004,43.540001000000004,36.453648,0,FXAIX
2011-10-26,44.0,44.0,44.0,44.0,36.838778999999995,0,FXAIX
2011-10-27,45.52,45.52,45.52,45.52,38.111397,0,FXAIX
2011-10-28,45.529999,45.529999,45.529999,45.529999,38.11977,0,FXAIX
2011-10-31,44.41,44.41,44.41,44.41,37.182053,0,FXAIX
2011-11-01,43.169998,43.169998,43.169998,43.169998,36.143871000000004,0,FXAIX
2011-11-02,43.869999,43.869999,43.869999,43.869999,36.729935,0,FXAIX
2011-11-03,44.700001,44.700001,44.700001,44.700001,37.424862,0,FXAIX
2011-11-04,44.419998,44.419998,44.419998,44.419998,37.190426,0,FXAIX
2011-11-07,44.700001,44.700001,44.700001,44.700001,37.424862,0,FXAIX
2011-11-08,45.25,45.25,45.25,45.25,37.885329999999996,0,FXAIX
2011-11-09,43.599998,43.599998,43.599998,43.599998,36.503887,0,FXAIX
2011-11-10,43.98,43.98,43.98,43.98,36.822029,0,FXAIX
2011-11-11,44.84,44.84,44.84,44.84,37.542065,0,FXAIX
2011-11-14,44.41,44.41,44.41,44.41,37.182053,0,FXAIX
2011-11-15,44.630001,44.630001,44.630001,44.630001,37.366253,0,FXAIX
2011-11-16,43.900002,43.900002,43.900002,43.900002,36.755062,0,FXAIX
2011-11-17,43.169998,43.169998,43.169998,43.169998,36.143871000000004,0,FXAIX
2011-11-18,43.150002,43.150002,43.150002,43.150002,36.127125,0,FXAIX
2011-11-21,42.349998,42.349998,42.349998,42.349998,35.457325,0,FXAIX
2011-11-22,42.18,42.18,42.18,42.18,35.314999,0,FXAIX
2011-11-23,41.25,41.25,41.25,41.25,34.536362,0,FXAIX
2011-11-25,41.139998999999996,41.139998999999996,41.139998999999996,41.139998999999996,34.444271,0,FXAIX
2011-11-28,42.349998,42.349998,42.349998,42.349998,35.457325,0,FXAIX
2011-11-29,42.459998999999996,42.459998999999996,42.459998999999996,42.459998999999996,35.549431,0,FXAIX
2011-11-30,44.310001,44.310001,44.310001,44.310001,37.098328,0,FXAIX
2011-12-01,44.220001,44.220001,44.220001,44.220001,37.022984,0,FXAIX
2011-12-02,44.220001,44.220001,44.220001,44.220001,37.022984,0,FXAIX
2011-12-05,44.669998,44.669998,44.669998,44.669998,37.399727,0,FXAIX
2011-12-06,44.720001,44.720001,44.720001,44.720001,37.441589,0,FXAIX
2011-12-07,44.830002,44.830002,44.830002,44.830002,37.533691,0,FXAIX
2011-12-08,43.880001,43.880001,43.880001,43.880001,36.738308,0,FXAIX
2011-12-09,44.619999,44.619999,44.619999,44.619999,37.357872,0,FXAIX
2011-12-12,43.959998999999996,43.959998999999996,43.959998999999996,43.959998999999996,36.805305,0,FXAIX
2011-12-13,43.580002,43.580002,43.580002,43.580002,36.487137,0,FXAIX
2011-12-14,43.09,43.09,43.09,43.09,36.076896999999995,0,FXAIX
2011-12-15,43.240002000000004,43.240002000000004,43.240002000000004,43.240002000000004,36.202477,0,FXAIX
2011-12-16,43.119999,43.119999,43.119999,43.119999,36.317017,0,FXAIX
2011-12-19,42.619999,42.619999,42.619999,42.619999,35.895897,0,FXAIX
2011-12-20,43.889998999999996,43.889998999999996,43.889998999999996,43.889998999999996,36.965546,0,FXAIX
2011-12-21,43.98,43.98,43.98,43.98,37.041336,0,FXAIX
2011-12-22,44.349998,44.349998,44.349998,44.349998,37.352962,0,FXAIX
2011-12-23,44.759997999999996,44.759997999999996,44.759997999999996,44.759997999999996,37.698288,0,FXAIX
2011-12-27,44.759997999999996,44.759997999999996,44.759997999999996,44.759997999999996,37.698288,0,FXAIX
2011-12-28,44.209998999999996,44.209998999999996,44.209998999999996,44.209998999999996,37.23505,0,FXAIX
2011-12-29,44.689999,44.689999,44.689999,44.689999,37.639324,0,FXAIX
2011-12-30,44.5,44.5,44.5,44.5,37.479298,0,FXAIX
2012-01-03,45.189999,45.189999,45.189999,45.189999,38.060432,0,FXAIX
2012-01-04,45.200001,45.200001,45.200001,45.200001,38.068867,0,FXAIX
2012-01-05,45.34,45.34,45.34,45.34,38.186783,0,FXAIX
2012-01-06,45.240002000000004,45.240002000000004,45.240002000000004,45.240002000000004,38.102551,0,FXAIX
2012-01-09,45.34,45.34,45.34,45.34,38.186783,0,FXAIX
2012-01-10,45.75,45.75,45.75,45.75,38.532082,0,FXAIX
2012-01-11,45.759997999999996,45.759997999999996,45.759997999999996,45.759997999999996,38.540512,0,FXAIX
2012-01-12,45.869999,45.869999,45.869999,45.869999,38.633152,0,FXAIX
2012-01-13,45.650002,45.650002,45.650002,45.650002,38.447872,0,FXAIX
2012-01-17,45.810001,45.810001,45.810001,45.810001,38.582623,0,FXAIX
2012-01-18,46.32,46.32,46.32,46.32,39.012157,0,FXAIX
2012-01-19,46.549999,46.549999,46.549999,46.549999,39.205868,0,FXAIX
2012-01-20,46.59,46.59,46.59,46.59,39.239554999999996,0,FXAIX
2012-01-23,46.610001000000004,46.610001000000004,46.610001000000004,46.610001000000004,39.256415999999994,0,FXAIX
2012-01-24,46.560001,46.560001,46.560001,46.560001,39.214298,0,FXAIX
2012-01-25,46.970001,46.970001,46.970001,46.970001,39.559612,0,FXAIX
2012-01-26,46.700001,46.700001,46.700001,46.700001,39.332207000000004,0,FXAIX
2012-01-27,46.630001,46.630001,46.630001,46.630001,39.273266,0,FXAIX
2012-01-30,46.509997999999996,46.509997999999996,46.509997999999996,46.509997999999996,39.17218,0,FXAIX
2012-01-31,46.490002000000004,46.490002000000004,46.490002000000004,46.490002000000004,39.155346,0,FXAIX
2012-02-01,46.91,46.91,46.91,46.91,39.509075,0,FXAIX
2012-02-02,46.970001,46.970001,46.970001,46.970001,39.559612,0,FXAIX
2012-02-03,47.66,47.66,47.66,47.66,40.140747,0,FXAIX
2012-02-06,47.639998999999996,47.639998999999996,47.639998999999996,47.639998999999996,40.123901000000004,0,FXAIX
2012-02-07,47.740002000000004,47.740002000000004,47.740002000000004,47.740002000000004,40.208126,0,FXAIX
2012-02-08,47.860001000000004,47.860001000000004,47.860001000000004,47.860001000000004,40.3092,0,FXAIX
2012-02-09,47.93,47.93,47.93,47.93,40.368153,0,FXAIX
2012-02-10,47.599998,47.599998,47.599998,47.599998,40.09021,0,FXAIX
2012-02-13,47.93,47.93,47.93,47.93,40.368153,0,FXAIX
2012-02-14,47.900002,47.900002,47.900002,47.900002,40.342892,0,FXAIX
2012-02-15,47.66,47.66,47.66,47.66,40.140747,0,FXAIX
2012-02-16,48.189999,48.189999,48.189999,48.189999,40.587139,0,FXAIX
2012-02-17,48.299999,48.299999,48.299999,48.299999,40.679775,0,FXAIX
2012-02-21,48.34,48.34,48.34,48.34,40.713478,0,FXAIX
2012-02-22,48.18,48.18,48.18,48.18,40.578720000000004,0,FXAIX
2012-02-23,48.389998999999996,48.389998999999996,48.389998999999996,48.389998999999996,40.755584999999996,0,FXAIX
2012-02-24,48.48,48.48,48.48,48.48,40.831383,0,FXAIX
2012-02-27,48.549999,48.549999,48.549999,48.549999,40.890339000000004,0,FXAIX
2012-02-28,48.720001,48.720001,48.720001,48.720001,41.033527,0,FXAIX
2012-02-29,48.5,48.5,48.5,48.5,40.848225,0,FXAIX
2012-03-01,48.799999,48.799999,48.799999,48.799999,41.100899,0,FXAIX
2012-03-02,48.650002,48.650002,48.650002,48.650002,40.974552,0,FXAIX
2012-03-05,48.459998999999996,48.459998999999996,48.459998999999996,48.459998999999996,40.814537,0,FXAIX
2012-03-06,47.720001,47.720001,47.720001,47.720001,40.191284,0,FXAIX
2012-03-07,48.060001,48.060001,48.060001,48.060001,40.477654,0,FXAIX
2012-03-08,48.540001000000004,48.540001000000004,48.540001000000004,48.540001000000004,40.881908,0,FXAIX
2012-03-09,48.709998999999996,48.709998999999996,48.709998999999996,48.709998999999996,41.025101,0,FXAIX
2012-03-12,48.720001,48.720001,48.720001,48.720001,41.033527,0,FXAIX
2012-03-13,49.619999,49.619999,49.619999,49.619999,41.791527,0,FXAIX
2012-03-14,49.57,49.57,49.57,49.57,41.749424,0,FXAIX
2012-03-15,49.860001000000004,49.860001000000004,49.860001000000004,49.860001000000004,41.993668,0,FXAIX
2012-03-16,49.919998,49.919998,49.919998,49.919998,42.044189,0,FXAIX
2012-03-19,50.119999,50.119999,50.119999,50.119999,42.212643,0,FXAIX
2012-03-20,49.970001,49.970001,49.970001,49.970001,42.086319,0,FXAIX
2012-03-21,49.880001,49.880001,49.880001,49.880001,42.010513,0,FXAIX
2012-03-22,49.52,49.52,49.52,49.52,41.707302,0,FXAIX
2012-03-23,49.68,49.68,49.68,49.68,41.84206,0,FXAIX
2012-03-26,50.369999,50.369999,50.369999,50.369999,42.423203,0,FXAIX
2012-03-27,50.23,50.23,50.23,50.23,42.305279,0,FXAIX
2012-03-28,49.990002000000004,49.990002000000004,49.990002000000004,49.990002000000004,42.103146,0,FXAIX
2012-03-29,49.91,49.91,49.91,49.91,42.035773999999996,0,FXAIX
2012-03-30,50.099998,50.099998,50.099998,50.099998,42.195797,0,FXAIX
2012-04-02,50.470001,50.470001,50.470001,50.470001,42.50742,0,FXAIX
2012-04-03,50.290001000000004,50.290001000000004,50.290001000000004,50.290001000000004,42.355827000000005,0,FXAIX
2012-04-04,49.59,49.59,49.59,49.59,41.921303,0,FXAIX
2012-04-05,49.57,49.57,49.57,49.57,41.9044,0,FXAIX
2012-04-09,49.009997999999996,49.009997999999996,49.009997999999996,49.009997999999996,41.430991999999996,0,FXAIX
2012-04-10,48.18,48.18,48.18,48.18,40.729355,0,FXAIX
2012-04-11,48.540001000000004,48.540001000000004,48.540001000000004,48.540001000000004,41.033671999999996,0,FXAIX
2012-04-12,49.209998999999996,49.209998999999996,49.209998999999996,49.209998999999996,41.600063,0,FXAIX
2012-04-13,48.599998,48.599998,48.599998,48.599998,41.084404,0,FXAIX
2012-04-16,48.57,48.57,48.57,48.57,41.059048,0,FXAIX
2012-04-17,49.32,49.32,49.32,49.32,41.693069,0,FXAIX
2012-04-18,49.119999,49.119999,49.119999,49.119999,41.523987,0,FXAIX
2012-04-19,48.84,48.84,48.84,48.84,41.287277,0,FXAIX
2012-04-20,48.900002,48.900002,48.900002,48.900002,41.338009,0,FXAIX
2012-04-23,48.490002000000004,48.490002000000004,48.490002000000004,48.490002000000004,40.991413,0,FXAIX
2012-04-24,48.66,48.66,48.66,48.66,41.13512,0,FXAIX
2012-04-25,49.330002,49.330002,49.330002,49.330002,41.701510999999996,0,FXAIX
2012-04-26,49.669998,49.669998,49.669998,49.669998,41.988941,0,FXAIX
2012-04-27,49.790001000000004,49.790001000000004,49.790001000000004,49.790001000000004,42.090374,0,FXAIX
2012-04-30,49.599998,49.599998,49.599998,49.599998,41.929756,0,FXAIX
2012-05-01,49.880001,49.880001,49.880001,49.880001,42.166462,0,FXAIX
2012-05-02,49.759997999999996,49.759997999999996,49.759997999999996,49.759997999999996,42.065014,0,FXAIX
2012-05-03,49.380001,49.380001,49.380001,49.380001,41.743778000000006,0,FXAIX
2012-05-04,48.59,48.59,48.59,48.59,41.075951,0,FXAIX
2012-05-07,48.610001000000004,48.610001000000004,48.610001000000004,48.610001000000004,41.092857,0,FXAIX
2012-05-08,48.400002,48.400002,48.400002,48.400002,40.915325,0,FXAIX
2012-05-09,48.09,48.09,48.09,48.09,40.653267,0,FXAIX
2012-05-10,48.23,48.23,48.23,48.23,40.771618,0,FXAIX
2012-05-11,48.07,48.07,48.07,48.07,40.636348999999996,0,FXAIX
2012-05-14,47.540001000000004,47.540001000000004,47.540001000000004,47.540001000000004,40.188324,0,FXAIX
2012-05-15,47.279999,47.279999,47.279999,47.279999,39.968529,0,FXAIX
2012-05-16,47.09,47.09,47.09,47.09,39.807915,0,FXAIX
2012-05-17,46.380001,46.380001,46.380001,46.380001,39.20771,0,FXAIX
2012-05-18,46.040001000000004,46.040001000000004,46.040001000000004,46.040001000000004,38.920284,0,FXAIX
2012-05-21,46.779999,46.779999,46.779999,46.779999,39.545845,0,FXAIX
2012-05-22,46.799999,46.799999,46.799999,46.799999,39.562752,0,FXAIX
2012-05-23,46.880001,46.880001,46.880001,46.880001,39.630390000000006,0,FXAIX
2012-05-24,46.959998999999996,46.959998999999996,46.959998999999996,46.959998999999996,39.698021000000004,0,FXAIX
2012-05-25,46.849998,46.849998,46.849998,46.849998,39.605034,0,FXAIX
2012-05-29,47.380001,47.380001,47.380001,47.380001,40.053065999999994,0,FXAIX
2012-05-30,46.709998999999996,46.709998999999996,46.709998999999996,46.709998999999996,39.486671,0,FXAIX
2012-05-31,46.610001000000004,46.610001000000004,46.610001000000004,46.610001000000004,39.402149,0,FXAIX
2012-06-01,45.470001,45.470001,45.470001,45.470001,38.438441999999995,0,FXAIX
2012-06-04,45.470001,45.470001,45.470001,45.470001,38.438441999999995,0,FXAIX
2012-06-05,45.740002000000004,45.740002000000004,45.740002000000004,45.740002000000004,38.666672,0,FXAIX
2012-06-06,46.799999,46.799999,46.799999,46.799999,39.562752,0,FXAIX
2012-06-07,46.799999,46.799999,46.799999,46.799999,39.562752,0,FXAIX
2012-06-08,47.18,47.18,47.18,47.18,39.883990999999995,0,FXAIX
2012-06-11,46.59,46.59,46.59,46.59,39.385222999999996,0,FXAIX
2012-06-12,47.130001,47.130001,47.130001,47.130001,39.841724,0,FXAIX
2012-06-13,46.82,46.82,46.82,46.82,39.579662,0,FXAIX
2012-06-14,47.330002,47.330002,47.330002,47.330002,40.010811,0,FXAIX
2012-06-15,47.810001,47.810001,47.810001,47.810001,40.416576,0,FXAIX
2012-06-18,47.889998999999996,47.889998999999996,47.889998999999996,47.889998999999996,40.484192,0,FXAIX
2012-06-19,48.349998,48.349998,48.349998,48.349998,40.873058,0,FXAIX
2012-06-20,48.279999,48.279999,48.279999,48.279999,40.813873,0,FXAIX
2012-06-21,47.209998999999996,47.209998999999996,47.209998999999996,47.209998999999996,39.909359,0,FXAIX
2012-06-22,47.549999,47.549999,47.549999,47.549999,40.19677,0,FXAIX
2012-06-25,46.790001000000004,46.790001000000004,46.790001000000004,46.790001000000004,39.554306,0,FXAIX
2012-06-26,47.02,47.02,47.02,47.02,39.748737,0,FXAIX
2012-06-27,47.450001,47.450001,47.450001,47.450001,40.112246999999996,0,FXAIX
2012-06-28,47.349998,47.349998,47.349998,47.349998,40.027718,0,FXAIX
2012-06-29,48.529999,48.529999,48.529999,48.529999,41.025215,0,FXAIX
2012-07-02,48.66,48.66,48.66,48.66,41.13512,0,FXAIX
2012-07-03,48.970001,48.970001,48.970001,48.970001,41.397182,0,FXAIX
2012-07-05,48.740002000000004,48.740002000000004,48.740002000000004,48.740002000000004,41.202746999999995,0,FXAIX
2012-07-06,48.009997999999996,48.009997999999996,48.009997999999996,48.009997999999996,40.826874,0,FXAIX
2012-07-09,47.93,47.93,47.93,47.93,40.75885,0,FXAIX
2012-07-10,47.540001000000004,47.540001000000004,47.540001000000004,47.540001000000004,40.427208,0,FXAIX
2012-07-11,47.549999,47.549999,47.549999,47.549999,40.435715,0,FXAIX
2012-07-12,47.310001,47.310001,47.310001,47.310001,40.231613,0,FXAIX
2012-07-13,48.09,48.09,48.09,48.09,40.894917,0,FXAIX
2012-07-16,47.98,47.98,47.98,47.98,40.801376,0,FXAIX
2012-07-17,48.34,48.34,48.34,48.34,41.10751,0,FXAIX
2012-07-18,48.669998,48.669998,48.669998,48.669998,41.388138,0,FXAIX
2012-07-19,48.810001,48.810001,48.810001,48.810001,41.507187,0,FXAIX
2012-07-20,48.32,48.32,48.32,48.32,41.090503999999996,0,FXAIX
2012-07-23,47.889998999999996,47.889998999999996,47.889998999999996,47.889998999999996,40.724838,0,FXAIX
2012-07-24,47.450001,47.450001,47.450001,47.450001,40.350666,0,FXAIX
2012-07-25,47.439999,47.439999,47.439999,47.439999,40.342163,0,FXAIX
2012-07-26,48.23,48.23,48.23,48.23,41.013962,0,FXAIX
2012-07-27,49.150002,49.150002,49.150002,49.150002,41.796318,0,FXAIX
2012-07-30,49.130001,49.130001,49.130001,49.130001,41.77932,0,FXAIX
2012-07-31,48.919998,48.919998,48.919998,48.919998,41.600727,0,FXAIX
2012-08-01,48.779999,48.779999,48.779999,48.779999,41.481674,0,FXAIX
2012-08-02,48.419998,48.419998,48.419998,48.419998,41.175533,0,FXAIX
2012-08-03,49.349998,49.349998,49.349998,49.349998,41.966393,0,FXAIX
2012-08-06,49.459998999999996,49.459998999999996,49.459998999999996,49.459998999999996,42.059937,0,FXAIX
2012-08-07,49.720001,49.720001,49.720001,49.720001,42.281036,0,FXAIX
2012-08-08,49.759997999999996,49.759997999999996,49.759997999999996,49.759997999999996,42.315056,0,FXAIX
2012-08-09,49.810001,49.810001,49.810001,49.810001,42.357574,0,FXAIX
2012-08-10,49.919998,49.919998,49.919998,49.919998,42.451111,0,FXAIX
2012-08-13,49.860001000000004,49.860001000000004,49.860001000000004,49.860001000000004,42.400108,0,FXAIX
2012-08-14,49.869999,49.869999,49.869999,49.869999,42.4086,0,FXAIX
2012-08-15,49.939999,49.939999,49.939999,49.939999,42.468113,0,FXAIX
2012-08-16,50.299999,50.299999,50.299999,50.299999,42.774260999999996,0,FXAIX
2012-08-17,50.389998999999996,50.389998999999996,50.389998999999996,50.389998999999996,42.850796,0,FXAIX
2012-08-20,50.389998999999996,50.389998999999996,50.389998999999996,50.389998999999996,42.850796,0,FXAIX
2012-08-21,50.220001,50.220001,50.220001,50.220001,42.70623,0,FXAIX
2012-08-22,50.23,50.23,50.23,50.23,42.714737,0,FXAIX
